username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ANTIPATIKO7;2015-09-14 14:06;0;0;"#SISMO ML 2.6 NEVADA http:// dlvr.it/C8Z91z";;;#SISMO;"643485905139822592";https://twitter.com/ANTIPATIKO7/status/643485905139822592
ANTIPATIKO7;2015-09-14 14:06;0;0;"#SISMO MD 2.4 NEVADA http:// dlvr.it/C8Z7MR";;;#SISMO;"643485903835500544";https://twitter.com/ANTIPATIKO7/status/643485903835500544
ANTIPATIKO7;2015-09-14 14:06;0;0;"#SISMO ML 2.9 ANTOFAGASTA, CHILE http:// dlvr.it/C8Z5g1";;;#SISMO;"643485901679521792";https://twitter.com/ANTIPATIKO7/status/643485901679521792
floausten;2015-09-14 14:06;0;0;"quiero un terremoto y una empanada ahora";;;;"643485901235048448";https://twitter.com/floausten/status/643485901235048448
C_Lobato;2015-09-14 14:05;1;0;"Cuerpos de emergencia y hospitales de la ciudad de Puebla realizan 3simulacro de sismo http://www. periodicodigital.mx/cuerpos-de-eme rgencia-y-hospitales-de-la-ciudad-de-puebla-realizan-simulacro-de-sismo/ …";;;;"643485787963551744";https://twitter.com/C_Lobato/status/643485787963551744
correodirect;2015-09-14 14:05;0;0;"#PIJIJIAPAN Se registra a 09:44:58 am #SISMO magnitud 4.1 profundidad 7 km epicentro 174 km al suroeste d Pijijiapan #Chiapas Via @SSNMexico";;@SSNMexico;#PIJIJIAPAN #SISMO #Chiapas;"643485782888415233";https://twitter.com/correodirect/status/643485782888415233
JoseRaso4_;2015-09-14 14:05;0;1;"#NowPlaying " Sismo " by Division Minuscula from Defecto Perfecto ♫ http:// spoti.fi/TkHXOn";;;#NowPlaying;"643485739544653824";https://twitter.com/JoseRaso4_/status/643485739544653824
LeuKlebis;2015-09-14 14:05;0;0;"Um terremoto em Xerém Outro em Cametá";;;;"643485735878795264";https://twitter.com/LeuKlebis/status/643485735878795264
miguelheraldo;2015-09-14 14:05;0;0;"Oaxaca uno de los estados con mayor riesgo de registrar sismo de gran magnitud Con el objetivo de fomentar la... http:// fb.me/7wYd8guqq";;;;"643485714114564097";https://twitter.com/miguelheraldo/status/643485714114564097
augusccs33;2015-09-14 14:05;0;0;"Sismo de magnitud 6,6 sacude el noroeste de México http:// is.gd/zxhAUH";;;;"643485706560630784";https://twitter.com/augusccs33/status/643485706560630784
don_nko_rey;2015-09-14 14:05;0;0;"Hechizo de rayo ...veneno..y terremoto han sido modificados pic.twitter.com/inK1OYxxhC";;;;"643485697308008448";https://twitter.com/don_nko_rey/status/643485697308008448
AulaInversion;2015-09-14 14:05;0;0;"#Inversores El Nobel Robert Shiller avisa: habrá un terremoto bursátil pronto: A 72 horas de que la Fed se reú... http:// bit.ly/1OQYlEK";;;#Inversores;"643485690647281664";https://twitter.com/AulaInversion/status/643485690647281664
correodirect;2015-09-14 14:05;0;1;"#CDHIDALGO Se registra 06:07:48 am #SISMO magnitud 3.8 profundidad 70 km epicentro 55 km al suroeste de Cd. Hidalgo #Chiapas Vía @SSNMexico";;@SSNMexico;#CDHIDALGO #SISMO #Chiapas;"643485679335243776";https://twitter.com/correodirect/status/643485679335243776
correodirect;2015-09-14 14:04;0;1;"#PIJIJIAPAN Se registra 05:42:00 am #SISMO magnitud 3.7 profundidad 103 km epicentro 25 km al suroeste de Pijijiapan #Chiapas Via @SSNMexico";;@SSNMexico;#PIJIJIAPAN #SISMO #Chiapas;"643485573462646784";https://twitter.com/correodirect/status/643485573462646784
CapitalPue;2015-09-14 14:04;0;0;"Puebla, susceptible a sismo por tres fallas geológicas http:// bit.ly/1J84Gqn";;;;"643485567364132864";https://twitter.com/CapitalPue/status/643485567364132864
YucatanEnCorto;2015-09-14 14:04;0;0;"El bebé milagro del sismo de 1985 http:// bit.ly/1KaaeT4";;;;"643485473139064832";https://twitter.com/YucatanEnCorto/status/643485473139064832
aliciabp24;2015-09-14 14:04;4;6;"Agradezco mucho a la @UACM la invitación al "Foro a 30 años del sismo de 1985". pic.twitter.com/UPVy7BxXqa";;@UACM;;"643485455346888704";https://twitter.com/aliciabp24/status/643485455346888704
correodirect;2015-09-14 14:04;0;0;"#MAPASTEPEC Se registra 03:01:18 am #SISMO magnitud 4.0 profundidad 9 km epicentro 166 km al suroeste de Mapastepec #Chiapas Via @SSNMexico";;@SSNMexico;#MAPASTEPEC #SISMO #Chiapas;"643485452909940736";https://twitter.com/correodirect/status/643485452909940736
CEISismologia;2015-09-14 14:04;0;0;"#CSN #Chile #Sismo ️ . 49 km al SE de #SierraGorda 2015-09-14 17:15:24 UTC Prof. 97.6 km pic.twitter.com/AzcUf3qI0Q";;;#CSN #Chile #Sismo #SierraGorda;"643485398535176193";https://twitter.com/CEISismologia/status/643485398535176193
correodirect;2015-09-14 14:04;0;0;"#PIJIJIAPAN Preliminar: Se registra 02:07:45 am #SISMO magnitud 4.4 prof 10 km epicentro 82 km suroeste Pijijiapan #Chiapas Via @SSNMexico";;@SSNMexico;#PIJIJIAPAN #SISMO #Chiapas;"643485362015240192";https://twitter.com/correodirect/status/643485362015240192
Maru_pompis;2015-09-14 14:03;0;0;"Aviso estoy arreglando el escritorio si llegó acomodar eso agarrense porque va haber un terremoto #YoLoAvise";;;#YoLoAvise;"643485318558162945";https://twitter.com/Maru_pompis/status/643485318558162945
ElSolAhora;2015-09-14 14:03;0;0;"#Sismo Reportan sismo de 5.1 en Darién - TVN Panamá - TVN Panamá Reportan sismo de 5.1 en Darién TVN Panamá Un sis... http:// ow.ly/347Rw3";;;#Sismo;"643485312753250304";https://twitter.com/ElSolAhora/status/643485312753250304
ElSolAhora;2015-09-14 14:03;0;0;"#Sismo Un sismo con epicentro en Rivadavia sacudió a Mendoza - Los Andes (Argentina) http:// ow.ly/347Rw4";;;#Sismo;"643485312442867713";https://twitter.com/ElSolAhora/status/643485312442867713
CEISismologia;2015-09-14 14:03;0;0;"#CSN #Chile #Sismo ️ . 16 km al NE de #Camiña 2015-09-14 16:15:23 UTC Prof. 114.2 km pic.twitter.com/dL4MrLw6Hi";;;#CSN #Chile #Sismo #Cami;"643485306369536000";https://twitter.com/CEISismologia/status/643485306369536000
CEISismologia;2015-09-14 14:03;0;0;"#CSN #Chile #Sismo ️ . 48 km al S de #Mendoza 2015-09-14 13:38:55 UTC Prof. 13.2 km pic.twitter.com/LxT2rAPORR";;;#CSN #Chile #Sismo #Mendoza;"643485194830409728";https://twitter.com/CEISismologia/status/643485194830409728
tudineroenbolsa;2015-09-14 14:03;0;0;""Habrá un terremoto inminente": Shiller alerta de una burbuja en la bolsa de EEUU http:// ift.tt/1M7eAgy #noticias";;;#noticias;"643485187934932992";https://twitter.com/tudineroenbolsa/status/643485187934932992
bolsaalminuto;2015-09-14 14:03;0;0;""Habrá un terremoto inminente": Shiller alerta de una burbuja en la bolsa de EEUU http:// ift.tt/1M7eAgy #mercados";;;#mercados;"643485180968218624";https://twitter.com/bolsaalminuto/status/643485180968218624
SilvanitaRock;2015-09-14 14:03;0;0;"Yo a lo único que no le hago nada pero nada nada, es el terremoto .";;;;"643485163977093120";https://twitter.com/SilvanitaRock/status/643485163977093120
lasillarota;2015-09-14 14:03;8;3;"#Sismo1985 Tras la tragedia por el terremoto del 85 así fue la ayuda internacional http:// goo.gl/ms1RsF pic.twitter.com/EZ4xBCDrOh";;;#Sismo1985;"643485152258080769";https://twitter.com/lasillarota/status/643485152258080769
cnp25mz;2015-09-14 14:03;2;2;"todxs a los botes! @sumaipu Premio Nobel de economía prevé un " terremoto " en el mercado de valores de EE.UU. http:// es.rt.com/3zf9";;@sumaipu;;"643485140392411137";https://twitter.com/cnp25mz/status/643485140392411137
correodirect;2015-09-14 14:03;0;0;"#PIJIJIAPAN Se registra 02:07:34 am #SISMO magnitud 4.4 profundidad 16 km epicentro 180 km al suroeste de Pijijiapan #Chiapas Vía @SSNMexico";;@SSNMexico;#PIJIJIAPAN #SISMO #Chiapas;"643485137284431872";https://twitter.com/correodirect/status/643485137284431872
nvinoticiasoax;2015-09-14 14:03;2;1;"Después de 3 años entregan Primaria "21 de agosto" que fue afectada por un sismo http:// ow.ly/Sclwo pic.twitter.com/gtL4sTpAfa";;;;"643485112298942464";https://twitter.com/nvinoticiasoax/status/643485112298942464
CEISismologia;2015-09-14 14:02;0;0;"#EMSC #Sismo ️ . MENDOZA, ARGENTINA 2015-09-14 13:38:53.5 UTC Prof. 26 km pic.twitter.com/dcMyTdEccu";;;#EMSC #Sismo;"643485069194170368";https://twitter.com/CEISismologia/status/643485069194170368
correodirect;2015-09-14 14:02;0;1;"#TAPACHULA Se registra a 01:03:18 am #SISMO magnitud 3.5 profundidad 54 km epicentro 67 km al suroeste de Tapachula #Chiapas Via @SSNMexico";;@SSNMexico;#TAPACHULA #SISMO #Chiapas;"643484975476568064";https://twitter.com/correodirect/status/643484975476568064
CEISismologia;2015-09-14 14:02;0;0;"#CSN #Chile #Sismo ️ . 34 km al NE de #Linares 2015-09-14 12:23:53 UTC Prof. 97.8 km pic.twitter.com/FiKVtxRUQr";;;#CSN #Chile #Sismo #Linares;"643484971315949569";https://twitter.com/CEISismologia/status/643484971315949569
conline_com_mx;2015-09-14 14:02;3;1;"@m_estanquillo Exposición en el Museo del Estanquillo conmemora el sismo de 1985 http:// ow.ly/S9WGg";;@m_estanquillo;;"643484914923503616";https://twitter.com/conline_com_mx/status/643484914923503616
Miluugallegos;2015-09-14 14:02;0;1;"Hay mentiras, hay amantes que por instantes de placer, ponen su vida a temblar";;;;"643484907482820608";https://twitter.com/Miluugallegos/status/643484907482820608
correodirect;2015-09-14 14:02;0;1;"#CDHIDALGO Se registra a 00:32:36 am #SISMO magnitud 3.6 profundidad 9 km epicentro 67 km al suroeste d Cd. Hidalgo #Chiapas Via @SSNMexico";;@SSNMexico;#CDHIDALGO #SISMO #Chiapas;"643484885923987456";https://twitter.com/correodirect/status/643484885923987456
CEISismologia;2015-09-14 14:02;0;0;"#CSN #Chile #Sismo ️ . 25 km al E de #Pichilemu 2015-09-14 08:20:18 UTC Prof. 47 km pic.twitter.com/QSERkdr7wQ";;;#CSN #Chile #Sismo #Pichilemu;"643484871860592640";https://twitter.com/CEISismologia/status/643484871860592640
isabellaiquique;2015-09-14 14:01;0;4;"#LunesConOlorA empanada / terremoto";;;#LunesConOlorA;"643484846036283392";https://twitter.com/isabellaiquique/status/643484846036283392
politicason;2015-09-14 14:01;0;0;"Reportan sismo en Golfo de California; descartan daños en BCS > http:// goo.gl/RTc4Ht";;;;"643484814461534208";https://twitter.com/politicason/status/643484814461534208
BrenItati;2015-09-14 14:01;0;0;"Despiertame cuando pase el temblor .... https:// instagram.com/p/7ns30IyXgM/";;;;"643484798837780480";https://twitter.com/BrenItati/status/643484798837780480
FollertF;2015-09-14 14:01;0;0;"este 18, tomen mucho terremoto . Haciendo Africano. Con el poto. Paos qls.";;;;"643484745201000448";https://twitter.com/FollertF/status/643484745201000448
VlriaSmorn;2015-09-14 14:00;0;0;"Un fuerte sismo de magnitud 6,6 sacude México - http:// Informe21.com";;;;"643484568264278016";https://twitter.com/VlriaSmorn/status/643484568264278016
ClashDicas;2015-09-14 14:00;1;0;"Sneak Peek #2: Reformulação de Feitiços (Relâmpago, Terremoto e Veneno) Confira todos os detalhes em:... http:// fb.me/7r6Ws10Cv";;;#2;"643484535204634624";https://twitter.com/ClashDicas/status/643484535204634624
CEISismologia;2015-09-14 14:00;0;0;"#CSN #Chile #Sismo ️ . 52 km al NE de #Taltal 2015-09-14 06:04:56 UTC Prof. 26.2 km pic.twitter.com/mxcYGJJR1m";;;#CSN #Chile #Sismo #Taltal;"643484511544705024";https://twitter.com/CEISismologia/status/643484511544705024
Pulso_MZA_GUA;2015-09-14 14:00;0;0;"Tembló fuerte en Mendoza http:// cuyonoticias.com/2015/45082/";;;;"643484483182833665";https://twitter.com/Pulso_MZA_GUA/status/643484483182833665
MonitorSismico;2015-09-14 14:00;0;0;"#Sismo M 3.2 2 km al Este de Sta Barbara, #Heredia . 14-09-2015 17:37 UTC http:// srj.us/3E1 #RSN #CostaRica pic.twitter.com/3qyKKlnTQB";;;#Sismo #Heredia #RSN #CostaRica;"643484468766986240";https://twitter.com/MonitorSismico/status/643484468766986240
CEISismologia;2015-09-14 14:00;0;0;"#CSN #Chile #Sismo ️ . 44 km al O de #SanPedroDeAtacama 2015-09-14 05:14:47 UTC Prof. 112.3 km pic.twitter.com/tHKrwpgle8";;;#CSN #Chile #Sismo #SanPedroDeAtacama;"643484377654132736";https://twitter.com/CEISismologia/status/643484377654132736
narinoinfo;2015-09-14 14:00;0;0;"Sismo en Pasto de 3.6 en la escala de Richter http:// narino.info/blog/2015/09/1 3/sismo-en-pasto-de-3-6-en-la-escala-de-richter/ …";;;;"643484369756274688";https://twitter.com/narinoinfo/status/643484369756274688
Lourdesregina;2015-09-14 13:59;0;0;"http://www. oantagonista.com/posts/terremot o-na-petrobras … Quem tem o mínimo de seriedade está desembarcando do desgoverno.";;;;"643484333198716930";https://twitter.com/Lourdesregina/status/643484333198716930
CEISismologia;2015-09-14 13:59;0;0;"#CSN #Chile #Sismo ️ . 27 km al E de #LosVilos 2015-09-14 04:00:52 UTC Prof. 45.1 km pic.twitter.com/lxaMrL8z1K";;;#CSN #Chile #Sismo #LosVilos;"643484281566851076";https://twitter.com/CEISismologia/status/643484281566851076
LipsSlow;2015-09-14 13:59;1;1;"@gaia34567 eres un terremoto cada vez que apareces por mi TL... Gracias bonita...";;@gaia34567;;"643484212549521408";https://twitter.com/LipsSlow/status/643484212549521408
CEISismologia;2015-09-14 13:59;0;0;"#CSN #Chile #Sismo ️ . 11 km al NE de #LaSerena 2015-09-14 03:19:40 UTC Prof. 64.5 km pic.twitter.com/ERtkaXEsXh";;;#CSN #Chile #Sismo #LaSerena;"643484183302639617";https://twitter.com/CEISismologia/status/643484183302639617
TodoTiempo;2015-09-14 13:59;0;0;"#Temblor M 2.6 - 68km ESE of Lakeview, Oregon http:// dlvr.it/C8Z4Zg #Temblor #EarthQuake";;;#Temblor #Temblor #EarthQuake;"643484161051783168";https://twitter.com/TodoTiempo/status/643484161051783168
CapitalXEZL;2015-09-14 13:58;0;0;"@Al_instanteXEZL En el sondeo del día, ¿sabe qué hacer ante un temblor ?";;@Al_instanteXEZL;;"643484091422117893";https://twitter.com/CapitalXEZL/status/643484091422117893
CEISismologia;2015-09-14 13:58;0;0;"#CSN #Chile #Sismo ️ . 30 km al NO de #MaríaElena 2015-09-14 01:08:54 UTC Prof. 47.9 km pic.twitter.com/Q5sEqCnhaR";;;#CSN #Chile #Sismo #Mar;"643484087408312324";https://twitter.com/CEISismologia/status/643484087408312324
YamiriRodriguez;2015-09-14 13:58;0;0;"@Al_instanteXEZL En el sondeo del día, ¿sabe qué hacer ante un temblor ?";Benito Juárez, Distrito Federal;@Al_instanteXEZL;;"643484077727748096";https://twitter.com/YamiriRodriguez/status/643484077727748096
bolivarpty;2015-09-14 13:58;0;0;"ALGUNOS CONSEJOS DE QUÉ HACER ANTES, DURANTE Y DESPUÉS DE UN SISMO : Qué hacer antes de un Sismo : 1. Tenga... http:// fb.me/7BdVohoVj";;;;"643483993996951552";https://twitter.com/bolivarpty/status/643483993996951552
SuicideeBlood;2015-09-14 13:58;0;0;"Mientras hablaba con él estaba temblando .";;;;"643483962447396865";https://twitter.com/SuicideeBlood/status/643483962447396865
ortizmiguel;2015-09-14 13:58;0;3;"Me duele el fierro del brazo. Va a temblar .";;;;"643483941660442624";https://twitter.com/ortizmiguel/status/643483941660442624
veroenderiz;2015-09-14 13:58;1;3;"Ilusión y felicidad por los 4 costaos!! Hagamos temblar mñn la bombonera con nuestras gargantas,es lo único q no nos pueden arrebatar.S.F.C";;;;"643483934563672065";https://twitter.com/veroenderiz/status/643483934563672065
MonitorSismico;2015-09-14 13:58;0;0;"#Sismo M 2.6 NEVADA. 14-09-2015 16:29 UTC http:// srj.us/3E0 #Temblor #CSEM #EMSC pic.twitter.com/fzwqkbOVEM";;;#Sismo #Temblor #CSEM #EMSC;"643483896609406980";https://twitter.com/MonitorSismico/status/643483896609406980
luciowanderley;2015-09-14 13:58;1;1;"Terremoto na Petrobras http://www. oantagonista.com/posts/terremot o-na-petrobras … via: @o_antagonista";;@o_antagonista;;"643483855391989760";https://twitter.com/luciowanderley/status/643483855391989760
AgusMG_;2015-09-14 13:58;0;1;"Te veo, me sonrojo y temblo ... qué idiota te hace el amor";Lavalleja, Uruguay;;;"643483853844312064";https://twitter.com/AgusMG_/status/643483853844312064
M_paula26;2015-09-14 13:57;0;0;"Si me pone a temblar las piernas ese esss";;;;"643483771573006336";https://twitter.com/M_paula26/status/643483771573006336
itskrisrojas;2015-09-14 13:57;0;0;"Tu cadera y la mía bom hacen un sismo .";;;;"643483741411782656";https://twitter.com/itskrisrojas/status/643483741411782656
Esp_Marvelita;2015-09-14 13:57;0;5;"Primer vistazo oficial a Chloe Bennet como Temblor en la 3ª temporada de Agents of S.H.I.E.L.D. http://www. espaciomarvelita.com/?p=105760";;;;"643483708754825216";https://twitter.com/Esp_Marvelita/status/643483708754825216
GastochiFtOrian;2015-09-14 13:57;0;0;"Aaaaaa no lo sentí TOMAAA (? ahre http://www. diariouno.com.ar/mendoza/Se-mov io-el-piso-un-sismo-de-mas-de-4-grados-se-sintio-en-Mendoza-20150914-0072.html …";Mendoza, Argentina;;;"643483695526113281";https://twitter.com/GastochiFtOrian/status/643483695526113281
PanamaOesteC13;2015-09-14 13:57;0;0;"¿De nuevo temblo hoy verdad?";;;;"643483683014508544";https://twitter.com/PanamaOesteC13/status/643483683014508544
BelenVargas_;2015-09-14 13:57;0;0;"Un fuerte sismo de magnitud 6,6 sacude México - http:// Informe21.com";;;;"643483664945385472";https://twitter.com/BelenVargas_/status/643483664945385472
TuSexyVenezuela;2015-09-14 13:56;0;0;"Shanel es terremoto y huracán q te hará pasar ricos momentos. Sólo en RomancesVIP @DULCE981 0412-308.1913 pic.twitter.com/6wVluxS5";;@DULCE981;;"643483590005682176";https://twitter.com/TuSexyVenezuela/status/643483590005682176
sexyguia69;2015-09-14 13:56;0;0;"Shanel es terremoto y huracán q te hará pasar ricos momentos. Sólo en RomancesVIP @DULCE981 0412-308.1913 pic.twitter.com/6wVluxS5";;@DULCE981;;"643483589909180416";https://twitter.com/sexyguia69/status/643483589909180416
sexoplus;2015-09-14 13:56;0;0;"Shanel es terremoto y huracán q te hará pasar ricos momentos. Sólo en RomancesVIP @DULCE981 0412-308.1913 pic.twitter.com/6wVluxS5";;@DULCE981;;"643483589733060608";https://twitter.com/sexoplus/status/643483589733060608
jomiramo;2015-09-14 13:56;0;0;"Premio Nobel de economía prevé un " terremoto " en el mercado de valores de EE.UU. http:// es.rt.com/3zf9 via @ActualidadRT";;@ActualidadRT;;"643483589598932992";https://twitter.com/jomiramo/status/643483589598932992
AptoLibre;2015-09-14 13:56;2;1;"Shanel es terremoto y huracán q te hará pasar ricos momentos. Sólo en RomancesVIP @DULCE981 0412-308.1913 pic.twitter.com/6wVluxS5";;@DULCE981;;"643483589447847937";https://twitter.com/AptoLibre/status/643483589447847937
sexyvenezuela;2015-09-14 13:56;1;1;"Shanel es terremoto y huracán q te hará pasar ricos momentos. Sólo en RomancesVIP @DULCE981 0412-308.1913 pic.twitter.com/6wVluxS5";;@DULCE981;;"643483589397491713";https://twitter.com/sexyvenezuela/status/643483589397491713
tvnnoticias;2015-09-14 13:56;9;2;"Reportan sismo de 5.1 en Darién. Más detalles: http:// tvn2.co/1Qd0ElU pic.twitter.com/StohDuvgxC";;;;"643483527653289984";https://twitter.com/tvnnoticias/status/643483527653289984
juancar15909007;2015-09-14 13:56;0;0;"no nos dicen que el agua del oceano pacifico ya se contamino hasta baja california mexico por el terremoto de fukushima en base nuclear";;;;"643483459848040449";https://twitter.com/juancar15909007/status/643483459848040449
AdelaidaAvila_;2015-09-14 13:56;0;0;"Un fuerte sismo de magnitud 6,6 sacude México - http:// Informe21.com";;;;"643483456618500096";https://twitter.com/AdelaidaAvila_/status/643483456618500096
ale_nicieza;2015-09-14 13:56;0;2;"Fondale está a minutos de abrir sus puertas nuevamente y no sé. Culpo a @Javimuncheira y su ánimo por tomar terremoto .";Las Condes, Chile;@Javimuncheira;;"643483405498363905";https://twitter.com/ale_nicieza/status/643483405498363905
nachoarroyo90;2015-09-14 13:56;0;0;"Retweeted Sismologico Nacional ( @SismologicoMX ): SISMO Magnitud 3.7 Loc. 42 km al SUROESTE de CD DE ARMERIA, COL... http:// fb.me/4Cb6VGU6y";;@SismologicoMX;;"643483405330444288";https://twitter.com/nachoarroyo90/status/643483405330444288
jhonhernry1;2015-09-14 13:56;0;0;"Temblor http:// fb.me/1WGJa5y1K";;;;"643483380642881536";https://twitter.com/jhonhernry1/status/643483380642881536
TinachoBiss;2015-09-14 13:55;0;0;"No paro de temblar";;;;"643483275294588928";https://twitter.com/TinachoBiss/status/643483275294588928
pocoPITO;2015-09-14 13:55;0;2;""Dejame las patitas temblando ..." es el mejor piropo del universo";;;;"643483169598140418";https://twitter.com/pocoPITO/status/643483169598140418
EMSC;2015-09-14 13:55;0;0;"#Earthquake ( #sismo ) M2.6 strikes 68 km SE of #Lakeview ( #Oregon ) 1hr 25min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459292 …";;;#Earthquake #sismo #Lakeview #Oregon;"643483137054478336";https://twitter.com/EMSC/status/643483137054478336
jeyjey1201;2015-09-14 13:55;0;0;"Premio Nobel de economía prevé un " terremoto " en el mercado de valores de EE.UU. http:// es.rt.com/3zf9 via @ActualidadRT";;@ActualidadRT;;"643483122382802944";https://twitter.com/jeyjey1201/status/643483122382802944
reclamadoria;2015-09-14 13:54;0;0;"Terremoto na Petrobras http://www. oantagonista.com/posts/terremot o-na-petrobras …";;;;"643482972025421824";https://twitter.com/reclamadoria/status/643482972025421824
nameless6021;2015-09-14 13:54;0;0;"(`･ω･´)ｼｬｷｰﾝ 地中カウント累積マップ #地震 #earthquake #terremoto #強震モニタ #disaster #desastre #Japan #Japón pic.twitter.com/nlqTuDePj3";;;# #earthquake #terremoto # #disaster #desastre #Japan #Jap;"643482941733994496";https://twitter.com/nameless6021/status/643482941733994496
safetynxrry;2015-09-14 13:54;0;0;"si llego a tener un m&g la foto sería yo llorando y temblando y no de esos en los que se van re producidas y se arman altas fotos sí";;;;"643482937518915585";https://twitter.com/safetynxrry/status/643482937518915585
Comunidad_Exc;2015-09-14 13:54;0;0;"El bebé milagro del sismo de 1985. http:// bit.ly/1ibyaxM vía @Excelsior pic.twitter.com/JqH9iakbYl";;@Excelsior;;"643482914626244609";https://twitter.com/Comunidad_Exc/status/643482914626244609
klaudiow;2015-09-14 13:54;0;0;"Mi recuerdo d las fondas del parque O'Higgins es cuando estuvimos como en una zona d pobres, oscuros, tomando terremoto por no querer pagar";;;;"643482896871890944";https://twitter.com/klaudiow/status/643482896871890944
LaSara007;2015-09-14 13:54;0;0;"@checkea Seguro es igual a prevenir un terremoto .";;@checkea;;"643482873786462208";https://twitter.com/LaSara007/status/643482873786462208
soymexiquense;2015-09-14 13:53;0;0;"#EdoMex informa: #Mujer : Poniatowska supo qué es una guerra hace 30 años con el terremoto de México … pic.twitter.com/NDNT8DmqBy";;;#EdoMex #Mujer;"643482833466621952";https://twitter.com/soymexiquense/status/643482833466621952
elsolde_mexico;2015-09-14 13:53;4;3;"#Mujer : Poniatowska supo qué es una guerra hace 30 años con el terremoto de México http://www. oem.com.mx/elsoldemexico/ notas/n3949656.htm … pic.twitter.com/AUs8dHvmYs";;;#Mujer;"643482813136805888";https://twitter.com/elsolde_mexico/status/643482813136805888
OEMenlinea;2015-09-14 13:53;0;0;"#Mujer : Poniatowska supo qué es una guerra hace 30 años con el terremoto de México http://www. oem.com.mx/elsoldemexico/ notas/n3949656.htm … pic.twitter.com/Osy04iGsiy";;;#Mujer;"643482813099081728";https://twitter.com/OEMenlinea/status/643482813099081728
francocariver;2015-09-14 13:53;0;0;"Me contaron que esta mañana temblo , pero ni atinaron a despertarme por las dudas jajaja";;;;"643482772724686849";https://twitter.com/francocariver/status/643482772724686849
LauraTames;2015-09-14 13:53;0;0;"Sismo del 85: 5 días en el infierno. Óscar estuvo bajo el edificio Nuevo León de Tlatelolco http:// eluni.mx/1VXNj4N pic.twitter.com/zXYDRui9hz";;;;"643482749433614336";https://twitter.com/LauraTames/status/643482749433614336
FERCAMFER;2015-09-14 13:53;0;0;"Shiller alerta de una burbuja en la bolsa de EEUU: ''Habrá un terremoto inminente'' -... http:// fb.me/2pN8lsM5Z";;;;"643482599617339393";https://twitter.com/FERCAMFER/status/643482599617339393
KepaSAT;2015-09-14 13:52;0;0;""Habrá un Terremoto inminente": Shiller Alerta de una Burbuja en la Bolsa de EEUU http://www. eleconomista.es/empresas-finan zas/noticias/7001229/09/15/El-Nobel-Robert-Shiller-alerta-de-una-burbuja-en-la-bolsa-de-EEUU-Habra-un-terremoto-inminente.html … #economia #feedly";;;#economia #feedly;"643482587508408320";https://twitter.com/KepaSAT/status/643482587508408320
galanpa;2015-09-14 13:52;0;0;"se supone que Protección Civil debe estar unida a nivel nacional. se dividen Federal y DF. Cada uno con si sismo . pic.twitter.com/JIKYJKhFIV";;;;"643482571754438656";https://twitter.com/galanpa/status/643482571754438656
cpmcarolina_;2015-09-14 13:52;0;0;"Morro de medo de pegar terremoto aqui";;;;"643482550304768000";https://twitter.com/cpmcarolina_/status/643482550304768000
Pilar_Rodrigue;2015-09-14 13:52;0;0;"Estoy temblando";;;;"643482447406047232";https://twitter.com/Pilar_Rodrigue/status/643482447406047232
cpmcarolina_;2015-09-14 13:52;0;0;"30 anos do terremoto que devastou o México";;;;"643482432449089536";https://twitter.com/cpmcarolina_/status/643482432449089536
Jordan_Reynoso;2015-09-14 13:51;0;0;"Ahora un disque temblor ? Lo que faltaba";;;;"643482266316894208";https://twitter.com/Jordan_Reynoso/status/643482266316894208
JustCallMeIash;2015-09-14 13:51;0;0;"Tembló ! https:// twitter.com/terremotolive/ status/643469413975326720 …";;;;"643482216417243136";https://twitter.com/JustCallMeIash/status/643482216417243136
GuerrillaRevo;2015-09-14 13:51;0;0;"Corbyn consigue una victoria excepcional - Un terremoto político sacude al… http:// dlvr.it/C8Yvlm #TROPA #PSUV pic.twitter.com/9X8h8Q5a5r";;;#TROPA #PSUV;"643482120430587905";https://twitter.com/GuerrillaRevo/status/643482120430587905
videosteleSUR;2015-09-14 13:50;0;0;"EE.UU.: advirte Nobel de Economía de terremoto financiero http:// tlsur.net/1NzyKmG #EE .UU.";;;#EE;"643482026243325952";https://twitter.com/videosteleSUR/status/643482026243325952
LaCima96;2015-09-14 13:50;1;0;"En caso de incidente por sismo , puedes reportarlo a través de 0800- TEMBLOR (8362567) #SeguroConLaCima";;;#SeguroConLaCima;"643482015816400896";https://twitter.com/LaCima96/status/643482015816400896
AmandaCnfgs;2015-09-14 13:50;0;1;"Venir a hacerme un empaste, acordarme del trauma de @esthersersi y que me empiecen a temblar las piernas también.";;@esthersersi;;"643481955292610560";https://twitter.com/AmandaCnfgs/status/643481955292610560
YVKE_MUNDIAL;2015-09-14 13:50;6;0;"Obreros venezolanos construyeron viviendas para afectados por terremoto en Nicaragua(+Fotos) http:// goo.gl/65XExg pic.twitter.com/bAjkU3b0Cw";;;;"643481950838124544";https://twitter.com/YVKE_MUNDIAL/status/643481950838124544
elnortenews;2015-09-14 13:50;0;0;"Terremoto de magnitud 6.6 sacudió Baja California http:// fb.me/4HWXAReIT";;;;"643481939983400960";https://twitter.com/elnortenews/status/643481939983400960
